sample_index,clean_signal,noisy_signal,filtered_signal
9,2739.0,2715.0,0.9990407933682315
10,2789.0,2676.0,2626.213538908176
11,2826.0,2819.0,2637.094589508681
12,2852.0,3851.0,3197.9622074959
13,2865.0,2628.0,3040.815772628133
14,2865.0,3062.0,2640.4109537069003
15,2852.0,1211.0,1883.1540792546537
16,2826.0,2803.0,2111.566384649932
17,2789.0,2962.0,2850.617666687381
18,2739.0,2683.0,2997.1051694435628
19,2679.0,2306.0,2539.836523008701
20,2608.0,1953.0,2117.2717938789374
21,2529.0,2782.0,2575.916722702324
22,2442.0,2472.0,2653.3495299123865
23,2349.0,2379.0,2588.4628035388873
24,2251.0,2091.0,2020.765683606094
25,2150.0,2832.0,2720.0426521960662
26,2048.0,2180.0,2470.620041755777
27,1945.0,2464.0,2420.187589661209
28,1844.0,1272.0,1801.8913629054707
29,1746.0,1005.0,1168.9070019724252
30,1653.0,1516.0,1372.0334169301398
31,1566.0,1224.0,1540.442620183885
32,1487.0,1862.0,1791.0848652152672
33,1416.0,3383.0,2887.1378253364715
34,1356.0,1602.0,2664.0056563390626
35,1306.0,638.0,1241.610493696961
36,1269.0,1251.0,840.04089530226
37,1243.0,1468.0,1274.444171025418
38,1230.0,340.0,997.7969355264125
39,1230.0,1381.0,934.2865797494246
40,1243.0,1002.0,1161.3486751634493
41,1269.0,1312.0,1436.8790934929316
42,1306.0,1290.0,1592.1160829425035
43,1356.0,1317.0,1345.9530988188517
44,1416.0,1665.0,1400.6325003941618
45,1487.0,1569.0,1582.9161203193667
46,1566.0,1812.0,1700.1640755826895
47,1653.0,2574.0,2409.029213461556
48,1746.0,1500.0,1617.7121859534514
49,1844.0,1985.0,1724.5005633831702
50,1945.0,1436.0,1504.327363454399
51,2047.0,2056.0,1711.4590410543044
52,2150.0,1961.0,1914.4431516951438
53,2251.0,2247.0,2103.4773384574573
54,2349.0,2526.0,2309.6268260885377
55,2442.0,3073.0,2735.3564597497616
56,2529.0,2887.0,2986.6605903363993
57,2608.0,2553.0,2534.7765340610476
58,2679.0,3098.0,2940.107844346123
59,2739.0,2628.0,2606.6556854215964
60,2789.0,3324.0,3144.3846395761875
61,2826.0,3154.0,3035.1922566264857
62,2852.0,2843.0,2924.2401462279786
63,2865.0,3054.0,2860.875891822753
64,2865.0,3394.0,3178.650396680061
65,2852.0,2328.0,2528.185032673663
66,2826.0,2745.0,2504.196907400561
67,2789.0,3205.0,2918.981120537366
68,2739.0,984.0,2152.8920224466265
69,2679.0,2594.0,1984.855321913254
70,2608.0,2348.0,2426.970809695449
71,2529.0,2366.0,2646.471105383329
72,2442.0,2872.0,2747.0370419592923
73,2349.0,2567.0,2798.6558104246483
74,2251.0,2400.0,2484.8388329752643
75,2150.0,2262.0,2325.1812979614374
76,2048.0,2162.0,2312.1655581058403
77,1945.0,2593.0,2214.326809467879
78,1844.0,2023.0,2136.3416450424234
79,1746.0,1266.0,1710.5097659485757
80,1653.0,1686.0,1507.162462744675
81,1566.0,1233.0,1596.2182241523867
82,1487.0,1944.0,1819.7321812795724
83,1416.0,1817.0,1979.0085022726935
84,1356.0,0.0,1081.9506607512626
85,1306.0,1472.0,882.5156467032816
86,1269.0,2079.0,1840.4853258240619
87,1243.0,1477.0,1918.5129889691557
88,1230.0,1427.0,1460.1756871706302
89,1230.0,715.0,991.4154745240513
90,1243.0,1029.0,874.0175592732148
91,1269.0,2390.0,1772.9755627359966
92,1306.0,1719.0,2123.0914413553237
93,1356.0,1575.0,1526.9917852534743
94,1416.0,1017.0,1178.8884635666118
95,1487.0,1392.0,1261.2062699293715
96,1566.0,1289.0,1339.8145652757246
97,1653.0,1185.0,1280.4560541997141
98,1746.0,2018.0,1793.2332973044422
99,1844.0,2111.0,1988.4849795278567
100,1945.0,1742.0,2066.24856455336
101,2047.0,2003.0,1824.0429766637951
102,2150.0,1975.0,1869.4082600033569
103,2251.0,2603.0,2296.623633777671
104,2349.0,2169.0,2255.4240764805677
105,2442.0,2097.0,2015.682813356191
106,2529.0,2796.0,2378.5049019796597
107,2608.0,2414.0,2536.0007367063754
108,2679.0,2590.0,2503.02469377685
109,2739.0,2664.0,2449.943810701048
110,2789.0,4095.0,3826.2692400795586
111,2826.0,2925.0,3289.527253935833
112,2852.0,3136.0,3017.2619794260386
113,2865.0,3238.0,2890.9619720069545
114,2865.0,2403.0,2666.1500211025404
115,2852.0,2556.0,2486.192001924628
116,2826.0,2563.0,2443.1702440407175
117,2789.0,2899.0,2765.4379771615354
118,2739.0,2675.0,2816.0287503270933
119,2679.0,3479.0,3302.8297251299755
120,2608.0,2762.0,3110.5568294694112
121,2529.0,2115.0,2378.6864129269893
122,2442.0,2231.0,2178.9082089075855
123,2349.0,3000.0,2585.3514999539334
124,2251.0,2435.0,2751.9280788288465
125,2150.0,3050.0,2803.132221307046
126,2047.0,2154.0,2578.517950021082
127,1945.0,0.0,1185.696823167237
128,1844.0,2301.0,1611.761553633632
129,1746.0,1489.0,1918.6085325247932
130,1653.0,1524.0,1867.4946806733928
131,1566.0,1989.0,1802.8941723430198
132,1487.0,1755.0,2035.404748133072
133,1416.0,441.0,1323.667485645456
134,1356.0,1413.0,1109.1325818061941
135,1306.0,1672.0,1585.2483206461648
136,1269.0,913.0,1222.7006593393512
137,1243.0,1594.0,1420.4842551108336
138,1230.0,937.0,1210.6278895964178
139,1230.0,1427.0,1310.4408021650527
140,1243.0,1286.0,1413.955293804729
141,1269.0,1361.0,1412.4430526219755
142,1306.0,1424.0,1270.6094080364564
143,1356.0,1022.0,1229.6432681537224
144,1416.0,1817.0,1477.7802001222767
145,1487.0,1725.0,1657.3768262036306
146,1566.0,1748.0,1802.8135457400601
147,1653.0,1520.0,1503.1627047280472
148,1746.0,1677.0,1535.48079743228
149,1844.0,1704.0,1617.8224784818083
150,1945.0,1808.0,1720.6874090935542
151,2047.0,2232.0,2055.9017428254997
152,2150.0,2076.0,2018.1446915182369
153,2251.0,1901.0,1986.0932297010347
154,2349.0,2111.0,1993.6347462029146
155,2442.0,3014.0,2806.8263674969903
156,2529.0,2492.0,2634.1109211107014
157,2608.0,2881.0,2628.506698183748
158,2679.0,3049.0,2917.6048640987387
159,2739.0,2481.0,2627.904035046451
160,2789.0,3112.0,2807.1559495908973
161,2826.0,3057.0,2890.0069914868136
162,2852.0,3187.0,3017.818364914796
163,2865.0,3062.0,2968.1922317614635
164,2865.0,3289.0,3139.9117571972397
165,2852.0,2705.0,2895.3756097101473
166,2826.0,2054.0,2345.6566826112057
167,2789.0,3630.0,3456.776574762062
168,2739.0,1578.0,2540.2634827571173
169,2679.0,3186.0,2848.295130947618
170,2608.0,2322.0,2653.840629028974
171,2529.0,2457.0,2617.218621900633
172,2442.0,2461.0,2517.1627321867613
173,2349.0,2718.0,2697.7244918636816
174,2251.0,3020.0,2902.3344354812525
175,2150.0,1843.0,2352.954020481203
176,2047.0,2483.0,2324.6109105200358
177,1945.0,2712.0,2381.1574400489003
178,1844.0,1255.0,2170.4858379513184
179,1746.0,1979.0,1677.7285307978184
180,1653.0,1901.0,1887.772280442498
181,1566.0,1702.0,2009.8253898921284
182,1487.0,911.0,1475.3655962576802
183,1416.0,1425.0,1355.5394635732837
184,1356.0,1101.0,1327.6603184127373
185,1306.0,839.0,1234.7697760472847
186,1269.0,1406.0,1334.1870662500821
187,1243.0,0.0,732.6497098668425
188,1230.0,127.0,325.72685145268844
189,1230.0,1700.0,1050.7863589071135
190,1243.0,1696.0,1869.7444570493942
191,1269.0,1155.0,1553.0721166397425
192,1306.0,520.0,798.432801330732
193,1356.0,1377.0,872.523317091895
194,1416.0,1161.0,1200.0074592726005
195,1487.0,1113.0,1229.3964118792917
196,1566.0,1049.0,878.8744358728876
197,1653.0,1279.0,1015.1700689646324
198,1746.0,1708.0,1582.5527803894804
199,1844.0,2063.0,1944.8429523846403
200,1945.0,2078.0,2010.0109479975254
201,2047.0,1850.0,1756.996010680994
202,2150.0,2269.0,2193.3712025169707
203,2251.0,2580.0,2423.670542012501
204,2349.0,2430.0,2349.640491066528
205,2442.0,2385.0,2209.067501010906
206,2529.0,2651.0,2458.8316294006927
207,2608.0,2529.0,2464.5585941821587
208,2679.0,3438.0,3208.5705498993616
209,2739.0,2820.0,2970.756234431214
210,2789.0,2336.0,2483.0890047414896
211,2826.0,2912.0,2581.1822896289464
212,2852.0,2702.0,2729.460930089749
213,2865.0,3039.0,2893.3945558689306
214,2865.0,3270.0,3056.3136781660314
215,2852.0,3841.0,3522.8087343155416
216,2826.0,3204.0,3425.2878211513926
217,2789.0,2611.0,2926.135765297879
218,2739.0,2691.0,2523.1217403699416
219,2679.0,2348.0,2398.4548011047827
220,2608.0,3078.0,2781.6414720520625
221,2529.0,2917.0,2984.8527589273103
222,2442.0,2611.0,2879.637581968558
223,2349.0,2579.0,2671.5074712503347
224,2251.0,2277.0,2563.2411334067765
225,2150.0,1187.0,1859.2075765100108
226,2047.0,2417.0,2121.4133078965247
227,1945.0,2605.0,2549.795348949934
228,1844.0,1935.0,2451.602385281519
229,1746.0,2070.0,2150.630674716257
230,1653.0,1821.0,1978.3470288094597
231,1566.0,342.0,1236.4284131879406
232,1487.0,1293.0,973.9631945038495
233,1416.0,1262.0,1339.0684344294204
234,1356.0,1347.0,1465.3457833412392
235,1306.0,830.0,1302.5049102081778
236,1269.0,1531.0,1382.2199444417547
237,1243.0,1345.0,1539.2907561845943
238,1230.0,930.0,1313.3288030195408
239,1230.0,966.0,1007.0221223377367
240,1243.0,1287.0,975.87852384871
241,1269.0,1213.0,1250.2088577529453
242,1306.0,1319.0,1307.603549510309
243,1356.0,1559.0,1436.8078684962543
244,1416.0,1964.0,1690.9479447410824
245,1487.0,292.0,941.7544915965268
246,1566.0,1891.0,1404.6233417027613
247,1653.0,1626.0,1555.163314214428
248,1746.0,2017.0,1896.0501052132959
249,1844.0,2115.0,1985.562339718939
250,1945.0,1142.0,1512.988591929838
251,2048.0,3806.0,3570.7823984419174
252,2150.0,2205.0,2795.575324825515
253,2251.0,3183.0,2794.4242850576193
254,2349.0,2468.0,2292.272575064604
255,2442.0,2875.0,2553.3684171038944
256,2529.0,2218.0,2343.4627060235457
257,2608.0,3171.0,2722.4911642042894
258,2679.0,3206.0,3042.0261466961397
259,2739.0,3247.0,3016.3334260488996
260,2789.0,3039.0,3245.476409964251
261,2826.0,2609.0,2657.603239551211
262,2852.0,2831.0,2732.6790731740352
263,2865.0,2648.0,2649.768960055111
264,2865.0,2826.0,2788.830196882158
265,2852.0,2603.0,2632.3756198195238
266,2826.0,2801.0,2789.442528938225
267,2789.0,2196.0,2392.027810074778
268,2739.0,2769.0,2596.4650676228857
269,2679.0,3019.0,2917.204285560842
270,2608.0,2782.0,2939.8454215064403
271,2529.0,924.0,1900.1606569566875
272,2442.0,2476.0,2145.513910030331
273,2349.0,1982.0,2220.52489999789
274,2251.0,2260.0,2382.357286767704
275,2150.0,2587.0,2502.0004124527013
276,2048.0,1989.0,2278.211453407758
277,1945.0,2398.0,2305.8779556487902
278,1844.0,2002.0,2253.1693814893074
279,1746.0,1812.0,2011.6173696718129
280,1653.0,2041.0,1739.9927649797871
281,1566.0,1270.0,1714.6517958809009
282,1487.0,1593.0,1507.648289576465
283,1416.0,1850.0,1768.017901143726
284,1356.0,1363.0,1795.8490974002032
285,1306.0,1542.0,1560.8630112727178
286,1269.0,1892.0,1786.281656064379
287,1243.0,1436.0,1753.6398390096087
288,1230.0,1646.0,1605.4187008139515
289,1230.0,1385.0,1519.3357346426296
290,1243.0,1395.0,1374.8935762738572
291,1269.0,2011.0,1804.9772142243464
292,1306.0,1290.0,1534.7661301377623
293,1356.0,1992.0,1662.4785896646104
294,1416.0,1568.0,1691.7024005837052
295,1487.0,1780.0,1754.3378591724959
296,1566.0,1526.0,1586.7071702583476
297,1653.0,1262.0,1393.7441296594493
298,1746.0,2063.0,1804.7051945730445
299,1844.0,2255.0,2097.3675855826564
300,1945.0,2052.0,2239.121523289833
301,2047.0,2093.0,1954.9940657737745
302,2150.0,2825.0,2494.5427365309893
303,2251.0,2148.0,2380.1537456935894
304,2349.0,2779.0,2404.1879319258805
305,2442.0,1910.0,2083.635141411234
306,2529.0,2384.0,2032.5765981830507
307,2608.0,2912.0,2542.4174716758207
308,2679.0,1626.0,2157.853174036094
309,2739.0,2946.0,2319.8123933833776
310,2789.0,1493.0,2066.1093285086063
311,2826.0,2501.0,2211.6736728060932
312,2852.0,3998.0,3119.6759207236423
313,2865.0,2845.0,3481.6311945401917
314,2865.0,2333.0,2567.0313293549552
315,2852.0,2464.0,2165.135639372935
316,2826.0,3077.0,2752.790232997437
317,2789.0,3113.0,2968.496709237727
318,2739.0,2691.0,2939.0606880152486
319,2679.0,2571.0,2413.8048980649305
320,2608.0,2359.0,2403.193483311348
321,2529.0,1693.0,2238.908614436524
322,2442.0,2212.0,2025.8569510045418
323,2349.0,1264.0,1747.2487904141115
324,2251.0,2999.0,2747.795843679687
325,2150.0,744.0,1990.6632689659348
326,2047.0,2110.0,1765.6198562596421
327,1945.0,1673.0,1862.7831657253962
328,1844.0,2021.0,2078.854286945749
329,1746.0,1557.0,1872.367325078616
330,1653.0,2163.0,1847.2272304416294
331,1566.0,3201.0,2693.118919089566
332,1487.0,1508.0,2246.4595438813003
333,1416.0,944.0,1391.4028097039295
334,1356.0,1615.0,961.6973053202674
335,1306.0,1017.0,1388.82994051035
336,1269.0,1283.0,1325.8940623223407
337,1243.0,1265.0,1328.1483697911701
338,1230.0,813.0,1151.9491084490267
339,1230.0,843.0,1038.280080990034
340,1243.0,716.0,1056.8025479241478
341,1269.0,2125.0,1782.6434576102242
342,1306.0,659.0,1017.0192644385872
343,1356.0,1856.0,1409.0477102348468
344,1416.0,2183.0,1837.9810511181533
345,1487.0,661.0,1208.435879962842
346,1566.0,1780.0,1202.404860387379
347,1653.0,1990.0,1605.0327657777104
348,1746.0,1738.0,1864.2902180441752
349,1844.0,2021.0,1741.1163205934145
350,1945.0,2059.0,1991.412313574443
351,2048.0,2049.0,1881.6299214858943
352,2150.0,1959.0,1971.194288963231
353,2251.0,2181.0,2074.997115321987
354,2349.0,2454.0,2105.315535481398
355,2442.0,3000.0,2842.407032327512
356,2529.0,2420.0,2426.501280390769
357,2608.0,2343.0,2275.768733357948
358,2679.0,1956.0,2010.1911981936046
359,2739.0,2408.0,2325.8558373085666
360,2789.0,2712.0,2527.849132076585
361,2826.0,920.0,1809.1875958836858
362,2852.0,2902.0,2525.4455540587414
363,2865.0,2950.0,2832.7536826953747
364,2865.0,2585.0,3041.349902337466
365,2852.0,2384.0,2456.717834962283
366,2826.0,3338.0,2711.2801193714586
367,2789.0,3154.0,3109.244107666669
368,2739.0,2610.0,2859.9043035244526
369,2679.0,1538.0,1980.17682602344
370,2608.0,2280.0,1641.8806344432253
371,2529.0,2349.0,2365.3011008284498
372,2442.0,3008.0,2879.500597552122
373,2349.0,1539.0,2320.341050403274
374,2251.0,2355.0,2011.2551176785148
375,2150.0,1813.0,2153.8041737115414
376,2048.0,1936.0,2111.9751711282443
377,1945.0,1535.0,1797.7276025292015
378,1844.0,1591.0,1526.071649431354
379,1746.0,1414.0,1606.4688493748017
380,1653.0,1799.0,1749.179699605072
381,1566.0,579.0,1405.188646055323
382,1487.0,1149.0,947.389594561089
383,1416.0,830.0,1089.2033102406053
384,1356.0,191.0,720.8286150472013
385,1306.0,1380.0,962.5053432049098
386,1269.0,1865.0,1671.3339032098802
387,1243.0,309.0,1294.1491898907175
388,1230.0,936.0,693.7646141796043
389,1230.0,1568.0,1198.0712006533097
390,1243.0,966.0,1286.0475873951607
391,1269.0,2715.0,1913.4295044913024
392,1306.0,2529.0,2387.9896705510278
393,1356.0,0.0,1160.2747313408743
394,1416.0,1854.0,1436.464324775644
395,1487.0,1184.0,1321.104514787613
396,1566.0,1468.0,1385.9608393592737
397,1653.0,3066.0,2140.8930316022893
398,1746.0,2220.0,2562.3123163856194
399,1844.0,1766.0,1983.7524982789769
400,1945.0,1381.0,1522.4861982809825
401,2047.0,1528.0,1499.1317160904769
402,2150.0,2310.0,1726.894739135801
403,2251.0,2548.0,2447.595217638076
404,2349.0,2573.0,2479.3158322311956
405,2442.0,2304.0,2291.02624489561
406,2529.0,2327.0,2379.9678409838953
407,2608.0,2347.0,2269.5166926414768
408,2679.0,2944.0,2756.1475677715403
409,2739.0,3282.0,3148.9713331116013
410,2789.0,2357.0,2603.9962223588186
411,2826.0,3651.0,3485.2155009332437
412,2852.0,2821.0,3070.143275393743
413,2865.0,1730.0,2058.4578115872755
414,2865.0,2902.0,2617.96511574785
415,2852.0,2470.0,2551.0734783492458
416,2826.0,3084.0,2896.1878422115747
417,2789.0,2820.0,2956.458142522532
418,2739.0,1860.0,2446.3484301572817
419,2679.0,2825.0,2322.9213002733804
420,2608.0,2789.0,2889.840414705299
421,2529.0,2367.0,2706.5881440787452
422,2442.0,2486.0,2295.7261373055635
423,2349.0,2048.0,2270.8537485633974
424,2251.0,2376.0,2263.31894486942
425,2150.0,1835.0,2195.663978803668
426,2048.0,1575.0,1833.8113789159436
427,1945.0,2386.0,1986.5268535859168
428,1844.0,1190.0,1922.4058219627823
429,1746.0,1904.0,1790.396875771824
430,1653.0,1025.0,1470.5743875186208
431,1566.0,2102.0,1774.5813115663495
432,1487.0,2046.0,2105.1050412800755
433,1416.0,1469.0,1917.6072423421956
434,1356.0,1152.0,1328.6962432909495
435,1306.0,575.0,813.2560649529934
436,1269.0,1259.0,1108.316874904067
437,1243.0,1362.0,1313.0631017537976
438,1230.0,3412.0,2876.3380813714543
439,1230.0,0.0,1633.4141501486336
440,1243.0,1503.0,957.5564726184374
441,1269.0,1299.0,1190.596457226497
442,1306.0,1547.0,1573.5317870493236
443,1356.0,873.0,1209.0573894488623
444,1416.0,993.0,822.4843646366503
445,1487.0,997.0,971.7596757381643
446,1566.0,2437.0,1788.7180724425734
447,1653.0,1117.0,2051.7110277146817
448,1746.0,2170.0,1517.5425282810065
449,1844.0,1762.0,1798.8571327197728
450,1945.0,3258.0,2652.700471502897
451,2048.0,1986.0,2475.5226935632068
452,2150.0,1965.0,1813.4215421147924
453,2251.0,2227.0,1783.8232129726869
454,2349.0,2593.0,2213.5553421128593
455,2442.0,3044.0,2873.4534826348445
456,2529.0,3038.0,2821.788788394185
457,2608.0,2193.0,2543.2623470291887
458,2679.0,2462.0,2302.2004122400576
459,2739.0,2903.0,2693.381976921204
460,2789.0,2408.0,2508.2036372895163
461,2826.0,2543.0,2425.2283158593614
462,2852.0,763.0,1573.227472659751
463,2865.0,3608.0,3117.215763955305
464,2865.0,2978.0,3291.779503980431
465,2852.0,2894.0,3232.0012180949557
466,2826.0,3218.0,2886.6496312961613
467,2789.0,2859.0,2878.1643699104466
468,2739.0,2451.0,2672.619745918532
469,2679.0,2893.0,2561.7906349302557
470,2608.0,2734.0,2748.2498499408484
471,2529.0,1806.0,2040.435116166269
472,2442.0,2644.0,2376.4747013585747
473,2349.0,2788.0,2732.939130154487
474,2251.0,2124.0,2508.276605809199
475,2150.0,2024.0,2200.6592678893344
476,2048.0,2243.0,2142.97273156425
477,1945.0,2550.0,2451.600023548629
478,1844.0,1370.0,2092.4299672368543
479,1746.0,1540.0,1566.1561761370556
480,1653.0,1520.0,1460.3135024687826
481,1566.0,1512.0,1724.9709002415514
482,1487.0,1013.0,1481.834193566412
483,1416.0,1828.0,1525.5937486618861
484,1356.0,1035.0,1519.3912363852544
485,1306.0,591.0,1042.9854056482502
486,1269.0,1098.0,986.7191091810386
487,1243.0,953.0,1055.7267307051973
488,1230.0,1190.0,1243.095910278833
489,1230.0,932.0,1124.0740358928047
490,1243.0,0.0,565.3165276747143
491,1269.0,1529.0,1197.5802428318189
492,1306.0,848.0,1261.8635957931665
493,1356.0,1925.0,1533.3641008013692
494,1416.0,1058.0,1329.5393825588847
495,1487.0,1703.0,1390.4182345468553
496,1566.0,1035.0,1238.9835622860383
497,1653.0,1413.0,1220.608824355849
498,1746.0,2464.0,1807.0818771366157
499,1844.0,1179.0,1591.0842541832199
500,1945.0,1988.0,1638.2036548792682
501,2048.0,2141.0,1792.6206013213541
502,2150.0,1998.0,2131.3377113045026
503,2251.0,2567.0,2159.3577124911667
504,2349.0,2019.0,2161.5536259021274
505,2442.0,2555.0,2166.2977410628296
506,2529.0,3122.0,2643.725789093051
507,2608.0,3184.0,3146.0477093927034
508,2679.0,2797.0,2775.2699909878665
509,2739.0,4061.0,3837.3355715814546
510,2789.0,2813.0,3217.769410934551
511,2826.0,3006.0,2806.998694597815
512,2852.0,3042.0,2791.2491139579793
513,2865.0,2495.0,2621.2404843421536
514,2865.0,3588.0,3029.3915110289604
515,2852.0,2612.0,3064.0657201411777
516,2826.0,4095.0,3477.5175843092466
517,2789.0,3474.0,3634.878374959244
518,2739.0,3168.0,3499.2057252973627
519,2679.0,2745.0,2814.8892420723137
520,2608.0,2601.0,2598.3193083288456
521,2529.0,2655.0,2641.34507490909
522,2442.0,1833.0,2228.4210694848684
523,2349.0,2012.0,2124.3214502978954
524,2251.0,1922.0,2007.2416748051378
525,2150.0,1887.0,2270.1013441818695
526,2048.0,2311.0,2357.7184586221933
527,1945.0,1472.0,2068.821960227708
528,1844.0,1809.0,1819.0596591692606
529,1746.0,1622.0,1770.4027183076353
530,1653.0,752.0,1370.3216261360199
531,1566.0,1180.0,1040.5416226521925
532,1487.0,1552.0,1417.3351870020574
533,1416.0,28.0,988.2667010004579
534,1356.0,1331.0,870.2942099296658
535,1306.0,917.0,1203.7435944115412
536,1269.0,1526.0,1451.3294377685022
537,1243.0,1101.0,1390.9453166363728
538,1230.0,1966.0,1588.084168457838
539,1230.0,1549.0,1618.4284090792553
540,1243.0,1065.0,1298.868219292182
541,1269.0,3670.0,3086.2489657401
542,1306.0,899.0,1946.920852589438
543,1356.0,1057.0,1095.5484589725631
544,1416.0,1893.0,1091.862923299851
545,1487.0,1583.0,1734.5621598063751
546,1566.0,1948.0,1848.8053726872436
547,1653.0,1884.0,1913.9771975128615
548,1746.0,1569.0,1730.000270399105
549,1844.0,1663.0,1503.7093485572393
550,1945.0,2585.0,2382.9942059725863
551,2047.0,1512.0,1722.9003498923923
552,2150.0,1836.0,1617.0362888087973
553,2251.0,2257.0,1931.3692831671353
554,2349.0,1898.0,2055.4848585416235
555,2442.0,2537.0,2254.2583121143352
556,2529.0,2499.0,2420.4709271113734
557,2608.0,2383.0,2369.845085326482
558,2679.0,3185.0,2709.657705970342
559,2739.0,2470.0,2765.968036657134
560,2789.0,2072.0,2158.2339960707363
561,2826.0,2830.0,2450.8648071186954
562,2852.0,2745.0,2704.1702939248275
563,2865.0,3150.0,2928.8238772042337
564,2865.0,2857.0,2941.757722034183
565,2852.0,2710.0,2732.710796659561
566,2826.0,3096.0,2813.0133185941736
567,2789.0,2611.0,2867.540688159841
568,2739.0,3007.0,2779.895581884255
569,2679.0,2500.0,2591.105905834044
570,2608.0,2439.0,2517.167923915622
571,2529.0,2982.0,2750.488777691355
572,2442.0,2487.0,2801.43482506006
573,2349.0,2507.0,2589.1630976812103
574,2251.0,2205.0,2330.4533691699153
575,2150.0,2643.0,2525.439879909606
576,2047.0,2305.0,2502.1903557228648
577,1945.0,1911.0,2230.370217951412
578,1844.0,2167.0,2054.1433909775765
579,1746.0,1758.0,1992.6739696889804
580,1653.0,1233.0,1695.598067486334
581,1566.0,1255.0,1339.9198749440188
582,1487.0,1228.0,1376.5263970435747
583,1416.0,1392.0,1496.1408917756798
584,1356.0,1410.0,1619.1442411557246
585,1306.0,1416.0,1578.4868204741897
586,1269.0,2718.0,2599.7039105739627
587,1243.0,1756.0,1915.2705798456745
588,1230.0,841.0,1363.134034268033
589,1230.0,1180.0,835.0683611807459
590,1243.0,1411.0,1196.8129329497713
591,1269.0,3116.0,2632.7773104518687
592,1306.0,784.0,1911.5456464775325
593,1356.0,2157.0,1684.4528232391178
594,1416.0,1776.0,1719.3909857099143
595,1487.0,2079.0,2166.225411413006
596,1566.0,1024.0,1516.515349652827
597,1653.0,1508.0,1122.7339888537342
598,1746.0,1775.0,1513.0961440125955
599,1844.0,1865.0,1851.5696961100816
600,1945.0,1651.0,1984.378444732237
601,2048.0,2213.0,1866.3884565274814
602,2150.0,1891.0,2073.2463154313546
603,2251.0,2466.0,2188.875139634425
604,2349.0,2582.0,2455.3054630717834
605,2442.0,2665.0,2454.0436951514002
606,2529.0,2722.0,2539.9808219951956
607,2608.0,4095.0,3866.748232515618
608,2679.0,2367.0,2749.9096864890407
609,2739.0,2900.0,2502.6025529486974
610,2789.0,3808.0,3403.8274513743254
611,2826.0,3777.0,3628.6286951832226
612,2852.0,2957.0,3319.7833779632365
613,2865.0,2934.0,2841.3869830848726
614,2865.0,2837.0,2734.4518235526853
615,2852.0,2204.0,2383.4619881754866
616,2826.0,2310.0,2460.725685639214
617,2789.0,2465.0,2338.6248252144255
618,2739.0,2557.0,2647.8003136470666
619,2679.0,2644.0,2814.031620709933
620,2608.0,2060.0,2544.387494142902
621,2529.0,2553.0,2397.244943081995
622,2442.0,2284.0,2425.1575292203843
623,2349.0,2258.0,2385.388537915996
624,2251.0,2491.0,2390.1415379748532
625,2150.0,2380.0,2419.744274888481
626,2048.0,2167.0,2320.3453835851547
627,1945.0,2398.0,2304.971238543986
628,1844.0,2282.0,2370.331852696124
629,1746.0,1382.0,1840.1861402811026
630,1653.0,1788.0,1653.531836298415
631,1566.0,1264.0,1538.1316137385609
632,1487.0,1662.0,1634.384419100342
633,1416.0,1906.0,1905.173528977734
634,1356.0,1449.0,1667.5690363790452
635,1306.0,1156.0,1432.3670468386042
636,1269.0,850.0,1098.3909294830426
637,1243.0,1037.0,1101.635710668369
638,1230.0,1302.0,1219.2327485978715
639,1230.0,1692.0,1625.8639737258197
640,1243.0,780.0,1274.692228546427
641,1269.0,1054.0,1011.7674726468422
642,1306.0,1200.0,1167.3314116224874
643,1356.0,1139.0,1250.6436587033056
644,1416.0,1188.0,1190.0982389329117
645,1487.0,1848.0,1655.0830733807818
646,1566.0,1898.0,1823.5660486500071
647,1653.0,1662.0,1773.3890290486597
648,1746.0,1904.0,1742.4155790231619
649,1844.0,1600.0,1559.6377262840538
650,1945.0,2125.0,1957.8856687556586
651,2047.0,2593.0,2230.292188080041
652,2150.0,243.0,1253.742632793299
653,2251.0,2139.0,1866.331104460467
654,2349.0,2399.0,2124.1926806371225
655,2442.0,1777.0,2294.731014356806
656,2529.0,2535.0,2141.9141650146357
657,2608.0,2449.0,2330.9547254264517
658,2679.0,2385.0,2377.0042046638487
659,2739.0,3101.0,2663.198519056765
660,2789.0,2469.0,2732.0809481448464
661,2826.0,2615.0,2247.9359064254973
662,2852.0,2421.0,2367.176438482214
663,2865.0,2456.0,2414.880643130822
664,2865.0,2762.0,2504.7102426772726
665,2852.0,2931.0,2843.734312163946
666,2826.0,2774.0,2837.400156250676
667,2789.0,2571.0,2613.3111117358253
668,2739.0,2892.0,2759.202646007493
669,2679.0,2727.0,2749.332802780154
670,2608.0,3171.0,2993.7330563605583
671,2529.0,2628.0,2811.2448848685867
672,2442.0,2248.0,2416.5499546325486
673,2349.0,2457.0,2329.7140774675177
674,2251.0,2292.0,2413.46561096436
675,2150.0,2127.0,2313.622011631173
676,2048.0,2018.0,2117.042495474623
677,1945.0,1207.0,1733.1607432135788
678,1844.0,1518.0,1525.2220263430747
679,1746.0,1481.0,1687.9104878254016
680,1653.0,1922.0,1925.617852950631
681,1566.0,1690.0,1812.921945951031
682,1487.0,1706.0,1844.8886915870005
683,1416.0,1685.0,1762.5868301107166
684,1356.0,1377.0,1590.9785832190692
685,1306.0,1506.0,1508.4559994227504
686,1269.0,1371.0,1366.0184881640741
687,1243.0,2514.0,2356.9073087311685
